created_at,player_name,score,room,game_version,player_color,boons,boon_order
2026-04-04 18:39:41.357377+00,WHYNCHU,2270,10,0.97,green,"[{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+50% absorb value""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.30 dmg, cap: 4""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""}]",null
2026-04-04 18:37:58.626949+00,G,6515,15,0.97,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 18:34:15.423682+00,WHYNCHU,12775,25,0.97,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""1 radial shot""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 2""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""⬡"",""name"":""Barrier Pulse"",""detail"":""+1.5 charge + magnet on break""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""2 spheres""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 3 — ×1.90 dmg, cap: 1""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🩸+"",""name"":""Blood Pact"",""detail"":""+1 HP per enemy hit (pierce only)""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""},{""icon"":""🌀"",""name"":""Absorb Orbs"",""detail"":""Orbs absorb nearby grey bullets""}]",null
2026-04-04 18:27:14.358312+00,G,2490,10,0.96,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""↕"",""name"":""Front+Back"",""detail"":""Rear shot enabled""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 18:18:05.186965+00,G,6395,17,0.96,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+2 forward lanes""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.60 dmg, cap: 2""},{""icon"":""◌"",""name"":""Sliver"",""detail"":""Low HP speed+size boost""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 18:13:17.194028+00,WHYNCHU,2720,10,0.96,green,"[{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 3 — ×1.90 dmg, cap: 3""}]",null
2026-04-04 17:34:44.134953+00,G,4220,14,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 4 - 5.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 2""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""⚕️"",""name"":""Emergency Capacitor"",""detail"":""+1.5 charge on hit""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.4 dmg, −4 cap""},{""icon"":""🔴"",""name"":""Berserker"",""detail"":""HP:10, +3 SPS, +30% spd""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""}]",null
2026-04-04 17:29:01.579312+00,G,1410,8,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 2 - 1.8 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""⬡"",""name"":""Barrier Pulse"",""detail"":""+1.5 charge + magnet on break""}]",null
2026-04-04 17:25:09.867474+00,G,250,3,0.92,green,"[{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""1 radial shot""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""}]",null
2026-04-04 17:20:48.408538+00,G,2250,10,0.92,green,"[{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""2 radial shots""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.7 dmg, −4 cap""},{""icon"":""◌"",""name"":""Sliver"",""detail"":""Low HP speed+size boost""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""}]",null
2026-04-04 17:14:56.63303+00,G,3525,14,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 2 - 1.8 SPS""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 17:07:23.133266+00,G,3895,14,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""👻"",""name"":""Ghost Velocity"",""detail"":""+18% move speed""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""30% damage reduction""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""}]",null
2026-04-04 17:02:08.633618+00,G,2810,12,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""},{""icon"":""🌀"",""name"":""Absorb Orbs"",""detail"":""Orbs absorb nearby grey bullets""}]",null
2026-04-04 16:58:25.210661+00,G,5820,15,0.92,green,"[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+24 absorb range""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 16:50:28.257653+00,WHYNCHU,11065,22,0.92,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 4 - 5.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🐺"",""name"":""Predator's Instinct"",""detail"":""Kill streak: +0% damage (max +100%)""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""🔴"",""name"":""Berserker"",""detail"":""HP:10, +3 SPS, +30% spd""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""}]",null
2026-04-04 16:49:25.543574+00,G,3235,12,0.89,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""👻"",""name"":""Ghost Velocity"",""detail"":""+18% move speed""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 3 — ×1.6 dmg, −6 cap""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""}]",null
2026-04-04 16:42:25.96214+00,G,2510,10,0.89,green,"[{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""20 HP per room clear""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""◌"",""name"":""Sliver"",""detail"":""Low HP speed+size boost""}]",null
2026-04-04 16:21:46.022713+00,CHEEZYCHARLIE,12170,25,0.91,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+25% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.4 dmg, −4 cap""},{""icon"":""◌"",""name"":""Sliver"",""detail"":""Low HP speed+size boost""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]",null
2026-04-04 16:04:45.644933+00,CHEEZYCHARLIE,4160,13,0.91,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+24 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""}]",null
2026-04-04 15:53:34.031815+00,CHEEZYCHARLIE,2845,11,0.91,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""}]",null
2026-04-04 15:42:20.347201+00,G,5725,16,0.89,green,"[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""〜"",""name"":""Slipstream"",""detail"":""+0.35 charge/near-miss""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""},{""icon"":""🌀"",""name"":""Absorb Orbs"",""detail"":""Orbs absorb nearby grey bullets""}]",null
2026-04-04 15:34:13.832805+00,G,3440,13,0.89,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""3 spheres""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""}]",null
2026-04-04 15:30:42.909076+00,WHYNCHU,41490,48,0.89,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""8 radial shots""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+2 forward lanes""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 2""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+50% absorb value""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+25% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+79 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.10 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""◉"",""name"":""Extra Life"",""detail"":""Tier 1""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""30% damage reduction""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""2 spheres""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+2 HP per kill, max 3/room""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""☀️"",""name"":""CORONA"",""detail"":""Ring shots are homing""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""}]",null
2026-04-04 15:27:37.835518+00,G,0,1,0.89,green,[],null
2026-04-04 15:27:19.994967+00,G,2400,10,0.89,green,"[{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""1 radial shot""},{""icon"":""↕"",""name"":""Front+Back"",""detail"":""Rear shot enabled""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.4 dmg, −4 cap""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""}]",null
2026-04-04 15:22:08.362821+00,G,1660,8,0.89,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 2 - 1.8 SPS""},{""icon"":""↕"",""name"":""Front+Back"",""detail"":""Rear shot enabled""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""👻"",""name"":""Ghost Velocity"",""detail"":""+18% move speed""}]",null
2026-04-04 15:17:25.497798+00,G,3340,12,0.89,green,"[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.09 charge/sec while moving""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 3 — ×1.6 dmg, −6 cap""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""}]",null
2026-04-04 15:15:10.845231+00,WHYNCHU,3595,13,0.89,green,"[{""icon"":""↕"",""name"":""Front+Back"",""detail"":""Rear shot enabled""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""🪞"",""name"":""Mirror Shield"",""detail"":""Reflects bullets as output""},{""icon"":""⚡🛡️"",""name"":""Swift Ward"",""detail"":""Shields recharge in 3.5s""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""}]",null
2026-04-04 15:11:50.00807+00,G,4970,16,0.89,green,"[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 4 - 5.0 SPS""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+2s linger""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.2 dmg, −2 cap""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""🔴"",""name"":""Berserker"",""detail"":""HP:10, +3 SPS, +30% spd""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At 1 HP: ×3 dmg + free pierce""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💀"",""name"":""FINAL FORM"",""detail"":""2× lifeline, Dead Man at ≤2 HP""}]",null
2026-04-04 15:04:59.651259+00,WHYNCHU,2220,10,0.89,green,"[{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""🪞"",""name"":""Mirror Shield"",""detail"":""Reflects bullets as output""},{""icon"":""💠+"",""name"":""Aegis Nova"",""detail"":""Break fires 4-way burst""},{""icon"":""⬡"",""name"":""Barrier Pulse"",""detail"":""+1.5 charge + magnet on break""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""}]",null
